Repository,Branch,In-Scope(YES),LBU,POC,Remarks
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240904,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240905,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240906,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240910,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regresssion-fixes-20240830,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm-performance,feature/all-dataset-simulation,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm-performance,feature/eispe-2844-2847-fund,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm-performance,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eisth-cart-fundlink,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,EISDEV-8793_Regional_Report_changes_with_Moodys_Rating,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,feature/notifications,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,feature/pilot-error-files,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,feature/userlist-submission-reports,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,hotfix/chrome-124-fix,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-solvency,moodys_rating,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eisth-cart-ta,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-agents,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-agents,develop-centos,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-agents,devpt,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-agents,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-recon-engine,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-smart-regression-algos,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,aakashkhadke_prudential.com.sg/aquasecscan.groovy-1641280561259,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,aakashkhadke_prudential.com.sg/securityevaluation.groovy-1652412059640,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,appsec,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,imtiyazshaik_prudential.com.sg/aquasaas.groovy-1709547538877,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,imtiyazshaik_prudential.com.sg/aquasaas.groovy-1711220840131,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,imtiyazshaik_prudential.com.sg/aquasaas.groovy-1711344240622,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,imtiyazshaik_prudential.com.sg/aquasecscan.groovy-1725338629301,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,imtiyazshaik_prudential.com.sg/aquasecscan.groovy-1725338991254,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,kamarrushdi.hisham_prudential.com.my/polarisscan.groovy-1674645108672,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-jenkins-pipeline-library,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-tomcart-quickstart,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-aks-bp-template,feature/self-service,,PSS,,
pru-ei/ei-f9q-aks-bp-template,feature/v2.3.x,,PSS,,
pru-ei/ei-f9q-aks-bp-template,master,,PSS,,
pru-ei/ei-f9q-aks-bp-template,v1,,PSS,,
pru-ei/ei-f9q-aks-bp-template,v2,,PSS,,
pru-ei/ei-f9q-aks-bp-template,v2.3.0,,PSS,,
pru-ei/ei-f9q-aks-bp-template,v3,,PSS,,
pru-ei/ei-f9q-antz-backup,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-azdevopsagent,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bamboo-specs,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bamboo-specs,testme,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bamboo-specs,yamlspecs,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-artifactory-migrater,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azdo-agent-setup,feature/EISUDP-144-azdo-agent-docker-setup-in-rhel-vm-for-hera,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azdo-agent-setup,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-gs-base,enterprise,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-gs-base,feature/EISDEVOPS-1593-dummy-branch-for-testing,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-gs-base,feature/EISDEVOPS-1593-migrate-create-azure-base-image-gs-to-jenkins,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-gs-base,feature/EISDEVOPS-1593-migrate-to-jenkins,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-gs-base,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-rhel-base,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-rhel-base,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-aks-namespace-request,Appsec_Latest,,PSS,,
pru-ei/ei-f9q-aks-namespace-request,Appsec_Latest1,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-Pulse4Ops-az2,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-claim-stp-namespace,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-namespace-claim-stp-production,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-namespace-ocr-integration,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-namespace-rbac-wxt0j8,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-namespace-wxt0j8-pruservice,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-aks-claim-stp-non-production,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-aks-pruservice,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-jenkins-for-monitoring,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-namespace-for-voice-recording,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-namespace-hmzyyh-pruservice,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-namespace-voice-record,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-namespace-voice-recording,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-namespace-wxt0j8-for-replacement,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-new-voice-record-namespace,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-pruservice-dev,,,,
pru-ei/ei-f9q-aks-namespace-request,Create-sit-pruservice,,,,
pru-ei/ei-f9q-aks-namespace-request,Fix-issue,,,,
pru-ei/ei-f9q-aks-namespace-request,New-claim-stp,,,,
pru-ei/ei-f9q-aks-namespace-request,akshayahuja_eastspring.com/namespace.yml-1695377915486,,,,
pru-ei/ei-f9q-aks-namespace-request,akshayahuja_eastspring.com/namespace.yml-1695378281595,,,,
pru-ei/ei-f9q-aks-namespace-request,akshayahuja_eastspring.com/namespace.yml-1696847199049,,,,
pru-ei/ei-f9q-aks-namespace-request,appsec,,,,
pru-ei/ei-f9q-aks-namespace-request,appsec1,,,,
pru-ei/ei-f9q-aks-namespace-request,appsec2,,,,
pru-ei/ei-f9q-aks-namespace-request,appsec3,,,,
pru-ei/ei-f9q-aks-namespace-request,appsec4,,,,
pru-ei/ei-f9q-aks-namespace-request,baskarkubendiran_prudential.com.sg/namespace.yml-1721303075325,,,,
pru-ei/ei-f9q-aks-namespace-request,create-docsearch,,,,
pru-ei/ei-f9q-aks-namespace-request,create-esb-namespace,,,,
pru-ei/ei-f9q-aks-namespace-request,create-namespace-cep-pruonline,,,,
pru-ei/ei-f9q-aks-namespace-request,create-namespace-esb-end-point-prod,,,,
pru-ei/ei-f9q-aks-namespace-request,create-namespace-for-cep,,,,
pru-ei/ei-f9q-aks-namespace-request,create-namespace-prucashier-uat,,,,
pru-ei/ei-f9q-aks-namespace-request,create-ns-hklife-nprd-uat-az2-g0wenf-dev-aks-backup-test,,,,
pru-ei/ei-f9q-aks-namespace-request,create-ns-wwgaab,,,,
pru-ei/ei-f9q-aks-namespace-request,feature/aks-po1dyp,,,,
pru-ei/ei-f9q-aks-namespace-request,feature/aksafrica,,,,
pru-ei/ei-f9q-aks-namespace-request,honyew.ng_prudential.com.my/namespace.yml-1724961306301,,,,
pru-ei/ei-f9q-aks-namespace-request,master,,,,
pru-ei/ei-f9q-aks-namespace-request,rakeshvitthal.gole_prudential.com.my/namespace.yml-1719468186269,,,,
pru-ei/ei-f9q-aks-namespace-request,rakeshvitthal.gole_prudential.com.my/namespace.yml-1719471515206,,,,
pru-ei/ei-f9q-aks-namespace-request,re-trigger,,,,
pru-ei/ei-f9q-aks-namespace-request,sgrsss-nprd-uat-az2-yuxpws-uat-conjur,,,,
pru-ei/ei-f9q-aks-namespace-request,template,,,,
pru-ei/ei-f9q-aks-namespace-request,trigger,,,,
pru-ei/ei-f9q-aks-namespace-request,trigger-now,,,,
pru-ei/ei-f9q-aks-namespace-request,vignankumar_prudential.com.sg/namespace.yml-1716522526433,,,,
pru-ei/ei-f9q-aks-namespace-request,vinothkumar_prudential.com.sg/aks-namespace-request,,,,
pru-ei/ei-f9q-aks-namespace-request,vohuynh.long_prudential.com.vn/namespace.yml-1723445923867,,,,
pru-ei/ei-f9q-aks-namespace-request,vohuynh.long_prudential.com.vn/namespaces.yml-1724824741033,,,,
pru-ei/ei-f9q-eis-azure-img-rhel-vanilla,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-azure-img-rhel-vanilla,master,,,,
pru-ei/ei-f9q-eis-bspec-lib-common-utils,develop,,,,
pru-ei/ei-f9q-eis-bspec-lib-common-utils,master,,,,
pru-ei/ei-f9q-eis-db-sample,master,,,,
pru-ei/ei-f9q-eis-deploy-app,develop,,,,
pru-ei/ei-f9q-eis-deploy-app,master,,,,
pru-ei/ei-f9q-eis-docker-bamboo-agent,develop,,,,
pru-ei/ei-f9q-eis-docker-bamboo-agent,feature/EISDEVOPS-1183-install-additional-python-libs,,,,
pru-ei/ei-f9q-eis-docker-bamboo-agent,master,,,,
pru-ei/ei-f9q-eis-docker-base-builder-img,develop,,,,
pru-ei/ei-f9q-eis-docker-base-builder-img,feature/EISDEVOPS-1588-migrate-eis-docker-base-builder-image-pipeline-to-jenkins,,,,
pru-ei/ei-f9q-eis-docker-base-builder-img,feature/EISGCLOUDENGINEERING-22-devops-engineering-pipelines-migration,,,,
pru-ei/ei-f9q-eis-docker-base-builder-img,master,,,,
pru-ei/ei-f9q-eis-docker-base-deploy-img,develop,,,,
pru-ei/ei-f9q-eis-docker-base-deploy-img,feature/EISDEVOPS-1859-update-docker-userid,,,,
pru-ei/ei-f9q-eis-docker-base-deploy-img,master,,,,
pru-ei/ei-f9q-eis-docker-base-deploy-img,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-docker-bats,develop,,,,
pru-ei/ei-f9q-eis-docker-bats,master,,,,
pru-ei/ei-f9q-eis-docker-bspec-runner,master,,,,
pru-ei/ei-f9q-eis-docker-cart,develop,,,,
pru-ei/ei-f9q-eis-docker-cart,feature/EISDEV-6362-tomcart-testing-for-multitag-run,,,,
pru-ei/ei-f9q-eis-docker-cart,feature/EISDEV-7235,,,,
pru-ei/ei-f9q-eis-docker-cart,feature/EISDEVOPS-1826-test-env-var,,,,
pru-ei/ei-f9q-eis-docker-cart,feature/EISDEVOPS-2375,,,,
pru-ei/ei-f9q-eis-docker-cart,master,,,,
pru-ei/ei-f9q-eis-docker-cart,release/jenkins-migration,,,,
pru-ei/ei-f9q-eis-docker-cart,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-docker-cart-data,develop,,,,
pru-ei/ei-f9q-eis-docker-cart-data,master,,,,
pru-ei/ei-f9q-eis-docker-cart-data,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-docker-cart-maven,develop,,,,
pru-ei/ei-f9q-eis-docker-cart-maven,master,,,,
pru-ei/ei-f9q-eis-hashicorp-vault,master,,,,
pru-ei/ei-f9q-eis-jenkins-agent,develop,,,,
pru-ei/ei-f9q-eis-jenkins-agent,feature/EISGCLOUDENGINEERING-17-update-jenkins-slave-image-to-use-srv-account-as-user,,,,
pru-ei/ei-f9q-eis-jenkins-agent,feature/EISGCLOUDENGINEERING-243-fix-hkv-and-az-login-issue-with-jenkins-pipeline,,,,
pru-ei/ei-f9q-eis-jenkins-agent,feature/testing,,,,
pru-ei/ei-f9q-eis-jenkins-agent,master,,,,
pru-ei/ei-f9q-eis-jenkins-base,master,,,,
pru-ei/ei-f9q-eis-jenkins-base,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-jenkins-lib,bugfix/EISDEVOPS-1892-artifactory-upload-function-fails-if-path-has-spaces,,,,
pru-ei/ei-f9q-eis-jenkins-lib,bugfix/EISDEVOPS-2134-git-tagging-fails-if-rerun-of-job,,,,
pru-ei/ei-f9q-eis-jenkins-lib,develop,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEV-9095-azure-mtms-migration-gs,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEV-9095-gen-pdb-enhancements,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-1361-rework-control-m-build-pipeline-and-trigger-points,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-1616-hashicorp-jenkins-poc,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-1698-refactor-hc-vault-groovy-functions-into-eis-jenkins-lib,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-1998-bluecoat-proxy-to-zscaler-cloud-based-proxy,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-2208-bashspec-setup-in-regression-environments,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISDEVOPS-2306-talend-app-jenkins-pipeline-deploy,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISGCLOUDENGINEERING-22-devops-engineering-pipelines-migration,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISGCLOUDENGINEERING-82-talend-app-build-release-pipelines-fix,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/EISGSII-83-create-azure-release-pipeline-stage-for-uat-environment,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/testing-controlm,,,,
pru-ei/ei-f9q-eis-jenkins-lib,feature/update-email-recipients,,,,
pru-ei/ei-f9q-eis-jenkins-lib,master,,,,
pru-ei/ei-f9q-eis-jenkins-lib,release/mtms-migration,,,,
pru-ei/ei-f9q-eis-jenkins-lib,release/oracle-upgrade,,,,
pru-ei/ei-f9q-eis-jenkins-lib,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEV-9095-gen-pdb-enhancements,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-1782-migrate-gs-adhoc-testing-to-jenkins,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-1791-test-remote-jenkinsfile-appoach,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-1872-dsl-to-config-file,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-1998-bluecoat-proxy-to-zscaler-cloud-based-proxy,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2088-migrate-talend-db-pipeline-to-jenkins,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2091-testing-cron-trigger-args,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2133-post-deployment-testing-jenkins-gc-pipeline,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2157-update-controlm-deploy-scripts-for-createvm-after-ctm-cicd-rollout-to-fetch,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2201-build-dev-dw-pdb-source-failed-to-create-pdb-due-to-tablespace-issue,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2208-bashspec-setup-in-regression-environments,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2324-debug-hashicorp-vault-issue,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,feature/EISDEVOPS-2512-temporary-scheduler-removal-for-dailyvm-pipeline,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,master,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,release/mtms-migration,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,release/oracle-upgrade,,,,
pru-ei/ei-f9q-eis-jenkins-pipelines,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-ngdc-infra-scripts,develop,,,,
pru-ei/ei-f9q-eis-ngdc-infra-scripts,feature/EISDEVOPS-1478-vm-purge-is-failing-winrm-issue,,,,
pru-ei/ei-f9q-eis-ngdc-infra-scripts,master,,,,
pru-ei/ei-f9q-eis-pipeline-common-scripts,feature/EISDEVOPS-975,,,,
pru-ei/ei-f9q-eis-pipeline-common-scripts,master,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,develop,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,feature/EISDEVOPS-2088-migrate-talend-db-pipeline-to-jenkins,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,feature/EISGSII-113-create-a-new-jenkins-and-groovy-files-for-solvency-db-azdo-pipelines,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,feature/EISGSII-153-modify-jenkins-db-build-and-execute-job-to-include-db-scripts-in-app-repo,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,master,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,release/jenkins-migration,,,,
pru-ei/ei-f9q-eis-pipeline-db-template,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-pipeline-java-app-template,master,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,develop,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,feature/EISDEVOPS-868,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,feature/EISDEVOPS-1317-vault-management-jenkins-poc,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,feature/EISDEVOPS-2188-update-jenkins-intranet-url-after-update-by-sre-team,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,feature/EISDEVOPS-2198-artifactory-token-issue,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,feature/EISGCLOUDENGINEERING-22-devops-engineering-pipelines-migration,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,master,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,release/jenkins-migration,,,,
pru-ei/ei-f9q-eis-pipeline-vault-mgmt,release/platform-jenkins,,,,
pru-ei/ei-f9q-eis-sample-java-app,develop,,,,
pru-ei/ei-f9q-eis-sample-java-app,feature/EIS-123-testing,,,,
pru-ei/ei-f9q-eis-sample-java-app,feature/pr-test1,,,,
pru-ei/ei-f9q-eis-sample-java-app,feature/test-codacy,,,,
pru-ei/ei-f9q-eis-sample-java-app,feature/test-codacy-antz,,,,
pru-ei/ei-f9q-eis-sample-java-app,feature/test-pr4,,,,
pru-ei/ei-f9q-eis-sample-java-app,master,,,,
pru-ei/ei-f9q-eis-sample-java-app,release/test-multi-branch,,,,
pru-ei/ei-f9q-eis-sample-java-app,release/1.0.0,,,,
pru-ei/ei-f9q-eis-sample-java-app,testpr,,,,
pru-ei/ei-f9q-eis-sample-java-app,testpr2,,,,
pru-ei/ei-f9q-eis-sample-java-app,testpr3,,,,
pru-ei/ei-f9q-eis-vault,develop,,,,
pru-ei/ei-f9q-eis-vault,master,,,,
pru-ei/ei-f9q-eis-vault-util-app,develop,,,,
pru-ei/ei-f9q-eis-vault-util-app,feature/EISGCLOUDENGINEERING-22-devops-engineering-pipelines-migration,,,,
pru-ei/ei-f9q-eis-vault-util-app,feature/test-codacy,,,,
pru-ei/ei-f9q-eis-vault-util-app,master,,,,
pru-ei/ei-f9q-gitflow-test,develop,,,,
pru-ei/ei-f9q-gitflow-test,feature/rel4,,,,
pru-ei/ei-f9q-gitflow-test,master,,,,
pru-ei/ei-f9q-gitflow-test,release/1.0.1,,,,
pru-ei/ei-f9q-gitflow-test,release/2.0,,,,
pru-ei/ei-f9q-gitflow-test,release/3.0,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,Add-new-namespace-for-vault-iam,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,add-gtwlifegcpdevelopers,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,add-rbac,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,akshayahuja_eastspring.com/approles.tfvars-1697166474806,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,akshayahuja_eastspring.com/custom_approles.tfvars-1676963420094,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,akshayahuja_eastspring.com/groups.tfvars-1676891717677,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,akshayahuja_eastspring.com/groups.tfvars-1676968154499,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,data-lake,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,feature/EISGCLOUDENGINEERING-12-need-access-to-access-key,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,feature/emunity-demo,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,issue/RTAI2-49737,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,master,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,pluk-jenkins-cvf60q,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,prajeeshpm_prudential.com.sg/users.tfvars-1710326936444,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,updte_K8sbackup,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,vinothkumar_prudential.com.sg/groups.tfvars-1708045047382,,,,
pru-ei/ei-f9q-hashicorp-vault-iam,williamwai.nok.tang_prudential.com.hk/approles.tfvars-1710142543614,,,,
pru-ei/ei-f9q-jenkins-master,feature/aks,,,,
pru-ei/ei-f9q-jenkins-master,feature/aks-hothouse,,,,
pru-ei/ei-f9q-jenkins-master,feature/new-onqnbp-cluster,,,,
pru-ei/ei-f9q-jenkins-master,feature/update/249,,,,
pru-ei/ei-f9q-jenkins-master,master,,,,
pru-ei/ei-f9q-prudential-add-remove-dns,feature/create-windows-inventory-file,,,,
pru-ei/ei-f9q-prudential-add-remove-dns,feature/use-role-0-0-6,,,,
pru-ei/ei-f9q-prudential-add-remove-dns,feature/wa-for-lookup-dig,,,,
pru-ei/ei-f9q-prudential-add-remove-dns,master,,,,
pru-ei/ei-f9q-prudential-rhel-build,RTSREA-884-add-reboot-in-base-os-playbook,,,,
pru-ei/ei-f9q-prudential-rhel-build,RTSREA-2323,,,,
pru-ei/ei-f9q-prudential-rhel-build,RTSREA-2738-decomm-test,,,,
pru-ei/ei-f9q-prudential-rhel-build,azure-safe-update,,,,
pru-ei/ei-f9q-prudential-rhel-build,bugfix/RTSREA-3301-use-gcp-metadata,,,,
pru-ei/ei-f9q-prudential-rhel-build,debug-splunk,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-2633-read-secrets-from-vault,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-4203-update-for-africa,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-4238-use-cmdb-vars-plugin,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-4694,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-4856-puppet-master-upgrade-support,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-8374-debug,,,,
pru-ei/ei-f9q-prudential-rhel-build,feature/RTSREA-8374-disable-uninstall-bmc-patrol,,,,
pru-ei/ei-f9q-prudential-rhel-build,master,,,,
pru-ei/ei-f9q-prudential-rhel-build,nwtest,,,,
pru-ei/ei-f9q-resources,master,,,,
pru-ei/ei-f9q-testme,develop,,,,
pru-ei/ei-f9q-testme,feature/DEV-123-aha-me,,,,
pru-ei/ei-f9q-testme,feature/f1,,,,
pru-ei/ei-f9q-testme,feature/yeah,,,,
pru-ei/ei-f9q-testme,master,,,,
pru-ei/ei-f9q-testme,release/f2,,,,
pru-ei/ei-f9q-testme,release/f3,,,,
pru-ei/ei-f9q-testme,release/f4,,,,
pru-ei/ei-f9q-testme,release/postrevert,,,,
pru-ei/ei-f9q-testme,release/test1,,,,
pru-ei/ei-f9q-tools,master,,,,
pru-ei/ei-f9q-azuread-application-selfservice,BMC_Helix,,,,
pru-ei/ei-f9q-azuread-application-selfservice,Helix_Discovery_App,,,,
pru-ei/ei-f9q-azuread-application-selfservice,Helix-Discovery,,,,
pru-ei/ei-f9q-azuread-application-selfservice,Helix-Discovery-App-Prod,,,,
pru-ei/ei-f9q-azuread-application-selfservice,MongoAtlas,,,,
pru-ei/ei-f9q-azuread-application-selfservice,PLAN_SRE,,,,
pru-ei/ei-f9q-azuread-application-selfservice,RTCLOUDSUPPORT-15874,,,,
pru-ei/ei-f9q-azuread-application-selfservice,RTCLOUDSUPPORT-20783,,,,
pru-ei/ei-f9q-azuread-application-selfservice,RTCLOUDSUPPORT-22156,,,,
pru-ei/ei-f9q-azuread-application-selfservice,RTSREA-8764,,,,
pru-ei/ei-f9q-azuread-application-selfservice,SAML_For_MAC_User_MFA_2FA_UAT,,,,
pru-ei/ei-f9q-azuread-application-selfservice,SAML_For_MAC_User_MFA_2FA,,,,
pru-ei/ei-f9q-azuread-application-selfservice,SSO-CyberArk,,,,
pru-ei/ei-f9q-azuread-application-selfservice,add-new-repo,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1672890555288,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1674180815517,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1674183379391,,,,
pru-ei/ei-f9q-azuread-application-selfservice,akshayahuja_eastspring.com/pru365-prod-ent.tfvars-1675152975097,,,,
